city,state_id,lat,lng,population,timezone
Gardiner,ME,44.1910,-69.7921,5653,America/New_York
Wilmington,IL,41.3204,-88.1640,5653,America/Chicago
Eastwood,MI,42.3028,-85.5447,5656,America/Detroit
Hartford City,IN,40.4537,-85.3736,5660,America/Indiana/Indianapolis
Wayne,NE,42.2379,-97.0100,5660,America/Chicago
Mathis,TX,28.0909,-97.8170,5662,America/Chicago
Greenbrier,AR,35.2289,-92.3836,5665,America/Chicago
Wilton,CA,38.4130,-121.2127,5665,America/Los_Angeles
Estherville,IA,43.3998,-94.8343,5666,America/Chicago
Philomath,OR,44.5422,-123.3599,5666,America/Los_Angeles
Tellico Village,TN,35.6977,-84.2661,5671,America/New_York
Manchester,WA,47.5519,-122.5517,5673,America/Los_Angeles
Dove Valley,CO,39.5741,-104.8289,5673,America/Denver
Hollidaysburg,PA,40.4311,-78.3930,5674,America/New_York
Loughman,FL,28.2381,-81.5685,5674,America/New_York
Princeton,WV,37.3689,-81.0961,5675,America/New_York
New Brighton,PA,40.7355,-80.3091,5679,America/New_York
Media,PA,39.9198,-75.3888,5682,America/New_York
Wrightsville,GA,32.7265,-82.7197,5688,America/New_York
Linglestown,PA,40.3445,-76.7950,5688,America/New_York
Sharon Hill,PA,39.9075,-75.2678,5689,America/New_York
Elmwood,LA,29.9555,-90.1880,5698,America/Chicago
Belle Fourche,SD,44.6642,-103.8564,5702,America/Denver
Chickasaw,AL,30.7714,-88.0793,5702,America/Chicago
Nazareth,PA,40.7400,-75.3132,5702,America/New_York
Laie,HI,21.6443,-157.9280,5704,Pacific/Honolulu
Spring Grove,IL,42.4543,-88.2402,5706,America/Chicago
Woods Creek,WA,47.8821,-121.8982,5706,America/Los_Angeles
Grafton,OH,41.2808,-82.0367,5707,America/New_York
Highland,NY,41.7179,-73.9646,5707,America/New_York
Douglass Hills,KY,38.2366,-85.5499,5707,America/New_York
Lewisburg,PA,40.9642,-76.8901,5708,America/New_York
Dripping Springs,TX,30.1954,-98.0940,5708,America/Chicago
Ulysses,KS,37.5774,-101.3549,5711,America/Chicago
Rio Pinar,FL,28.5271,-81.2628,5713,America/New_York
Grafton,WV,39.3409,-80.0161,5714,America/New_York
South Tucson,AZ,32.1955,-110.9692,5715,America/Phoenix
Zapata,TX,26.9027,-99.2612,5717,America/Chicago
Monroeville,AL,31.5162,-87.3279,5718,America/Chicago
South Haven,MI,42.4011,-86.2677,5719,America/Detroit
Paola,KS,38.5784,-94.8620,5719,America/Chicago
Bellevue,KY,39.1011,-84.4776,5721,America/New_York
Oceanport,NJ,40.3160,-74.0205,5722,America/New_York
Mount Carmel,PA,40.7959,-76.4121,5724,America/New_York
Crosspointe,VA,38.7253,-77.2638,5727,America/New_York
Fort Washington,PA,40.1407,-75.1925,5728,America/New_York
Benton,LA,32.6906,-93.7400,5732,America/Chicago
Naples Park,FL,26.2633,-81.8094,5733,America/New_York
Lee Acres,NM,36.7103,-108.0725,5735,America/Denver
Fair Haven,NJ,40.3619,-74.0392,5736,America/New_York
Fabens,TX,31.5136,-106.1521,5736,America/Denver
Sinton,TX,28.0392,-97.5154,5738,America/Chicago
Warrenton,OR,46.1685,-123.9302,5739,America/Los_Angeles
West Yarmouth,MA,41.6496,-70.2487,5741,America/New_York
Rancho Murieta,CA,38.5085,-121.0716,5744,America/Los_Angeles
Fort Wright,KY,39.0462,-84.5362,5745,America/New_York
North Manchester,IN,41.0044,-85.7750,5747,America/Indiana/Indianapolis
Asbury,IA,42.5119,-90.7795,5747,America/Chicago
Sansom Park,TX,32.8028,-97.4021,5748,America/Chicago
Flanders,NY,40.8925,-72.6049,5750,America/New_York
White Rock,NM,35.8075,-106.2067,5751,America/Denver
Hilmar-Irwin,CA,37.4045,-120.8504,5755,America/Los_Angeles
Violet,LA,29.8962,-89.8920,5755,America/Chicago
Dickson City,PA,41.4684,-75.6358,5761,America/New_York
Oak Point,TX,33.1803,-96.9911,5762,America/Chicago
West Modesto,CA,37.6180,-121.0343,5762,America/Los_Angeles
Trenton,MO,40.0819,-93.6030,5763,America/Chicago
Fort Lee,VA,37.2357,-77.3325,5763,America/New_York
White City,UT,40.5666,-111.8636,5768,America/Denver
Brush,CO,40.2598,-103.6323,5769,America/Denver
Crafton,PA,40.4333,-80.0712,5770,America/New_York
Washingtonville,NY,41.4296,-74.1578,5770,America/New_York
Attalla,AL,34.0049,-86.1040,5771,America/Chicago
Belding,MI,43.0968,-85.2331,5771,America/Detroit
Gas City,IN,40.4889,-85.5946,5772,America/Indiana/Indianapolis
Brownfields,LA,30.5467,-91.1225,5772,America/Chicago
Eaton,CO,40.5256,-104.7130,5773,America/Denver
Granite Shoals,TX,30.5897,-98.3715,5774,America/Chicago
Palmview,TX,26.2303,-98.3791,5774,America/Chicago
Fountainhead-Orchard Hills,MD,39.6878,-77.7173,5774,America/New_York
Hilton,NY,43.2900,-77.7925,5777,America/New_York
Peoria Heights,IL,40.7466,-89.5700,5779,America/Chicago
Edna,TX,28.9757,-96.6483,5780,America/Chicago
Little Silver,NJ,40.3357,-74.0346,5782,America/New_York
Conley,GA,33.6398,-84.3376,5783,America/New_York
Highgrove,CA,34.0106,-117.3098,5786,America/Los_Angeles
The Village of Indian Hill,OH,39.1916,-84.3344,5786,America/New_York
Villa Park,CA,33.8180,-117.8104,5790,America/Los_Angeles
Patterson,LA,29.6909,-91.3096,5792,America/Chicago
Bay Harbor Islands,FL,25.8878,-80.1335,5793,America/New_York
Norwood,NJ,40.9933,-73.9510,5793,America/New_York
Plymouth,PA,41.2404,-75.9505,5794,America/New_York
Mount Zion,IL,39.7794,-88.8834,5795,America/Chicago
Piedmont,SC,34.7074,-82.4651,5795,America/New_York
West Bountiful,UT,40.8982,-111.9082,5800,America/Denver
Fellsmere,FL,27.7241,-80.5975,5800,America/New_York
Marianna,FL,30.7943,-85.2260,5803,America/Chicago
Manasquan,NJ,40.1186,-74.0450,5806,America/New_York
Beardstown,IL,39.9994,-90.4178,5807,America/Chicago
Lake Mohegan,NY,41.3165,-73.8475,5808,America/New_York
Ramblewood,NJ,39.9322,-74.9527,5812,America/New_York
Volo,IL,42.3298,-88.1599,5813,America/Chicago
Brookshire,TX,29.7824,-95.9515,5816,America/Chicago
Bright,IN,39.2254,-84.8613,5816,America/New_York
Lebanon,KY,37.5689,-85.2578,5817,America/New_York
Harvest,AL,34.8558,-86.7521,5819,America/Chicago
Mattydale,NY,43.0992,-76.1388,5820,America/New_York
Eldorado at Santa Fe,NM,35.5273,-105.9340,5823,America/Denver
Berne,IN,40.6572,-84.9555,5830,America/Indiana/Indianapolis
West Clarkston-Highland,WA,46.4022,-117.0628,5830,America/Los_Angeles
Hellertown,PA,40.5811,-75.3378,5831,America/New_York
South Hooksett,NH,43.0337,-71.4256,5831,America/New_York
Moosic,PA,41.3584,-75.7027,5832,America/New_York
Greenwood,MO,38.8508,-94.3378,5833,America/Chicago
Roseland,NJ,40.8208,-74.3085,5835,America/New_York
Cidra,PR,18.1775,-66.1582,5835,America/Puerto_Rico
Chelsea,MI,42.3132,-84.0188,5837,America/Detroit
Cave Creek,AZ,33.8513,-111.9801,5838,America/Phoenix
Woodcliff Lake,NJ,41.0253,-74.0603,5839,America/New_York
Hartwell,GA,34.3496,-82.9289,5841,America/New_York
Willow Park,TX,32.7548,-97.6499,5842,America/Chicago
Littlefield,TX,33.9191,-102.3349,5843,America/Chicago
Prospect Park,NJ,40.9380,-74.1736,5843,America/New_York
Harris Hill,NY,42.9730,-78.6793,5847,America/New_York
Carterville,IL,37.7630,-89.0841,5847,America/Chicago
Orchard Homes,MT,46.8559,-114.0778,5847,America/Denver
Silver Lakes,CA,34.7519,-117.3431,5849,America/Los_Angeles
Old Fig Garden,CA,36.7989,-119.8051,5850,America/Los_Angeles
Mount Arlington,NJ,40.9190,-74.6390,5852,America/New_York
New Martinsville,WV,39.6636,-80.8569,5853,America/New_York
Breese,IL,38.6138,-89.5230,5853,America/Chicago
Paulsboro,NJ,39.8400,-75.2397,5854,America/New_York
McKees Rocks,PA,40.4688,-80.0630,5855,America/New_York
Franklin Center,NJ,40.5321,-74.5415,5860,America/New_York
Las Flores,CA,33.5838,-117.6235,5861,America/Los_Angeles
Dowagiac,MI,41.9834,-86.1126,5864,America/Detroit
Alma,AR,35.4919,-94.2165,5864,America/Chicago
Belton,SC,34.5237,-82.4937,5865,America/New_York
Margate City,NJ,39.3307,-74.5071,5865,America/New_York
Posen,IL,41.6291,-87.6858,5865,America/Chicago
Glendale,MO,38.5935,-90.3825,5866,America/Chicago
Hutchins,TX,32.6421,-96.7093,5866,America/Chicago
Chester,NY,41.3570,-74.2769,5866,America/New_York
Luling,TX,29.6814,-97.6468,5869,America/Chicago
Turpin Hills,OH,39.1063,-84.3703,5870,America/New_York
Marlow Heights,MD,38.8237,-76.9485,5872,America/New_York
Elsmere,DE,39.7385,-75.5946,5872,America/New_York
Mayflower Village,CA,34.1160,-118.0096,5873,America/Los_Angeles
Brookville,OH,39.8393,-84.4176,5874,America/New_York
Windcrest,TX,29.5149,-98.3818,5876,America/Chicago
Spring Ridge,MD,39.4043,-77.3413,5876,America/New_York
Nolanville,TX,31.0754,-97.6090,5879,America/Chicago
Gustine,CA,37.2545,-120.9949,5882,America/Los_Angeles
Massanetta Springs,VA,38.3899,-78.8340,5884,America/New_York
Jamesburg,NJ,40.3494,-74.4400,5885,America/New_York
Montezuma,GA,32.2997,-84.0246,5887,America/New_York
Chamberlayne,VA,37.6280,-77.4288,5888,America/New_York
Madisonville,TN,35.5233,-84.3630,5890,America/New_York
Loudon,TN,35.7413,-84.3704,5890,America/New_York
Slaton,TX,33.4421,-101.6476,5890,America/Chicago
Willard,MO,37.2929,-93.4171,5891,America/Chicago
Old Tappan,NJ,41.0163,-73.9856,5894,America/New_York
Sweetwater,TN,35.6029,-84.4717,5895,America/New_York
Norwood,PA,39.8865,-75.2964,5897,America/New_York
Hampstead,NC,34.3627,-77.7318,5901,America/New_York
Selinsgrove,PA,40.8003,-76.8647,5902,America/New_York
Eagleton Village,TN,35.7885,-83.9363,5903,America/New_York
Greenacres,CA,35.3831,-119.1184,5911,America/Los_Angeles
Staunton,IL,39.0117,-89.7906,5913,America/Chicago
Taylor,PA,41.3957,-75.7147,5913,America/New_York
Roanoke,AL,33.1454,-85.3694,5913,America/Chicago
Cresaptown,MD,39.5912,-78.8550,5916,America/New_York
Granville,OH,40.0648,-82.5023,5916,America/New_York
Zebulon,NC,35.8318,-78.3162,5917,America/New_York
Wesley Hills,NY,41.1579,-74.0768,5919,America/New_York
Mineola,TX,32.6461,-95.4775,5919,America/Chicago
Finderne,NJ,40.5626,-74.5743,5919,America/New_York
Dumfries,VA,38.5670,-77.3233,5922,America/New_York
Homer,AK,59.6530,-151.5255,5922,America/Anchorage
Woodcreek,TX,30.0266,-98.1115,5925,America/Chicago
Pagosa Springs,CO,37.2674,-107.0307,5927,America/Denver
Paradise,CA,39.7558,-121.6063,5928,America/Los_Angeles
Sullivan City,TX,26.2752,-98.5644,5932,America/Chicago
Penn Wynne,PA,39.9867,-75.2715,5932,America/New_York
Countryside,IL,41.7741,-87.8752,5933,America/Chicago
Goodrich,MI,42.9147,-83.5092,5935,America/Detroit
Raton,NM,36.8849,-104.4396,5938,America/Denver
Yoakum,TX,29.2933,-97.1469,5940,America/Chicago
Darlington,SC,34.3015,-79.8670,5940,America/New_York
Westville,IN,41.5375,-86.9049,5943,America/Chicago
Progreso,TX,26.0962,-97.9566,5944,America/Chicago
Gray,LA,29.6776,-90.7833,5944,America/Chicago
Gowanda,NY,42.4612,-78.9339,5945,America/New_York
Shields,MI,43.4174,-84.0731,5945,America/Detroit
Mila Doce,TX,26.2230,-97.9601,5947,America/Chicago
Barnhart,MO,38.3360,-90.4046,5948,America/Chicago
Rocky Mount,VA,37.0045,-79.8854,5953,America/New_York
Savannah,TX,33.2257,-96.9082,5953,America/Chicago
East Alton,IL,38.8840,-90.1073,5954,America/Chicago
St. Clair,MO,38.3479,-90.9934,5955,America/Chicago
Lucerne Valley,CA,34.4427,-116.9021,5956,America/Los_Angeles
Johnson Lane,NV,39.0489,-119.7245,5957,America/Los_Angeles
Northville,MI,42.4355,-83.4890,5958,America/Detroit
Steelton,PA,40.2258,-76.8254,5962,America/New_York
Inniswold,LA,30.3982,-91.0710,5963,America/Chicago
Vail,CO,39.6386,-106.3607,5964,America/Denver
Trooper,PA,40.1489,-75.3995,5965,America/New_York
Lakemoor,IL,42.3396,-88.2038,5967,America/Chicago
North Hills,NY,40.7765,-73.6778,5969,America/New_York
Naval Academy,MD,38.9859,-76.4880,5970,America/New_York
South Monroe,MI,41.8930,-83.4179,5977,America/Detroit
Pevely,MO,38.2863,-90.4005,5978,America/Chicago
Northern Cambria,PA,40.6561,-78.7784,5981,America/New_York
Louisville,MS,33.1224,-89.0553,5983,America/Chicago
District Heights,MD,38.8588,-76.8885,5984,America/New_York
Cut Off,LA,29.5164,-90.3291,5985,America/Chicago
Lewistown,MT,47.0514,-109.4524,5987,America/Denver
Durham,CA,39.6232,-121.7875,5987,America/Los_Angeles
Winfield,IN,41.4098,-87.2623,5987,America/Chicago
Homeland Park,SC,34.4644,-82.6593,5988,America/New_York
Kingston,TN,35.8713,-84.4959,5994,America/New_York
Elburn,IL,41.8838,-88.4615,5997,America/Chicago
Ashton-Sandy Spring,MD,39.1515,-77.0065,5997,America/New_York
Baldwin,WI,44.9540,-92.3709,6000,America/Chicago
Du Quoin,IL,38.0019,-89.2323,6001,America/Chicago
Portland,IN,40.4375,-84.9833,6002,America/Indiana/Indianapolis
Williamsburg,KY,36.7392,-84.1647,6002,America/New_York
Davenport,FL,28.1588,-81.6084,6005,America/New_York
Watchung,NJ,40.6432,-74.4391,6006,America/New_York
Maquoketa,IA,42.0598,-90.6651,6007,America/Chicago
Metropolis,IL,37.1565,-88.7083,6008,America/Chicago
Fort Shawnee,OH,40.6814,-84.1487,6009,America/New_York
Chillicothe,IL,40.9157,-89.5020,6012,America/Chicago
Cumberland,IN,39.7844,-85.9458,6017,America/Indiana/Indianapolis
Pinehurst,TX,30.1889,-95.7017,6021,America/Chicago
Finley,WA,46.1697,-119.0446,6021,America/Los_Angeles
Rensselaer,IN,40.9375,-87.1684,6029,America/Chicago
Tea,SD,43.4511,-96.8340,6031,America/Chicago
Dacono,CO,40.0620,-104.9484,6034,America/Denver
Union,KY,38.9472,-84.6731,6034,America/New_York
Barbourville,KY,36.8667,-83.8850,6036,America/New_York
Riverside,MD,39.4777,-76.2385,6038,America/New_York
Brookhaven,WV,39.6062,-79.8812,6043,America/New_York
Carrizo Springs,TX,28.5266,-99.8589,6043,America/Chicago
Deschutes River Woods,OR,43.9887,-121.3608,6044,America/Los_Angeles
Childress,TX,34.4293,-100.2516,6048,America/Chicago
Nelsonville,OH,39.4560,-82.2219,6050,America/New_York
South Williamsport,PA,41.2294,-77.0009,6068,America/New_York
Clifton Springs,NY,42.9608,-77.1348,6072,America/New_York
Pleasure Point,CA,36.9618,-121.9715,6076,America/Los_Angeles
Arroyo,PR,17.9706,-66.0609,6076,America/Puerto_Rico
Wheelersburg,OH,38.7383,-82.8421,6082,America/New_York
Cheshire Village,CT,41.5026,-72.8993,6082,America/New_York
Ontario,OH,40.7710,-82.6105,6084,America/New_York
Willard,OH,41.0518,-82.7232,6086,America/New_York
Larchmont,NY,40.9258,-73.7529,6087,America/New_York
Harlan,KY,36.8432,-83.3184,6089,America/New_York
Alpine,TX,30.3640,-103.6650,6090,America/Chicago
Shrewsbury,MO,38.5866,-90.3282,6091,America/Chicago
Bensley,VA,37.4470,-77.4420,6092,America/New_York
Stewartville,MN,43.8605,-92.4896,6094,America/Chicago
El Granada,CA,37.5134,-122.4660,6102,America/Los_Angeles
Indian Hills,NV,39.0894,-119.7977,6104,America/Los_Angeles
Aquia Harbour,VA,38.4597,-77.3806,6106,America/New_York
Edgewood,NM,35.1318,-106.2151,6107,America/Denver
Los Ranchos de Albuquerque,NM,35.1625,-106.6481,6108,America/Denver
Munford,TN,35.4433,-89.8148,6109,America/Chicago
Tarrant,AL,33.5945,-86.7684,6109,America/Chicago
Los Chaves,NM,34.7332,-106.7631,6109,America/Denver
Pauls Valley,OK,34.7236,-97.2291,6110,America/Chicago
Chena Ridge,AK,64.7941,-148.0357,6111,America/Anchorage
Bartonville,IL,40.6398,-89.6608,6113,America/Chicago
Sidney,NE,41.1340,-102.9681,6115,America/Denver
Princeton,KY,37.1068,-87.8854,6115,America/Chicago
Fruitridge Pocket,CA,38.5326,-121.4558,6116,America/Los_Angeles
Punxsutawney,PA,40.9437,-78.9767,6117,America/New_York
Country Homes,WA,47.7478,-117.4196,6117,America/Los_Angeles
Wailua Homesteads,HI,22.0650,-159.3771,6117,Pacific/Honolulu
Isanti,MN,45.4928,-93.2407,6120,America/Chicago
Gardnerville,NV,38.9390,-119.7369,6121,America/Los_Angeles
Garrettsville,OH,41.2843,-81.0933,6123,America/New_York
Independence,IA,42.4622,-91.9027,6124,America/Chicago
Laurel Bay,SC,32.4599,-80.7869,6124,America/New_York
Eucalyptus Hills,CA,32.8850,-116.9453,6129,America/Los_Angeles
Arlington Heights,PA,41.0039,-75.2116,6129,America/New_York
Binghamton University,NY,42.0893,-75.9684,6130,America/New_York
North Windham,ME,43.8238,-70.4288,6131,America/New_York
Cochran,GA,32.3875,-83.3523,6131,America/New_York
Lakeview,NY,40.6775,-73.6493,6131,America/New_York
Carlstadt,NJ,40.8247,-74.0613,6132,America/New_York
Elm Grove,WI,43.0479,-88.0867,6136,America/Chicago
Tequesta,FL,26.9618,-80.1011,6138,America/New_York
West Loch Estate,HI,21.3617,-158.0246,6139,Pacific/Honolulu
Pelican Bay,FL,26.2326,-81.8108,6140,America/New_York
Glenarden,MD,38.9293,-76.8577,6143,America/New_York
East Pasadena,CA,34.1377,-118.0776,6143,America/Los_Angeles
Bridgewater,VA,38.3862,-78.9674,6145,America/New_York
Raleigh Hills,OR,45.4852,-122.7567,6146,America/Los_Angeles
Lanett,AL,32.8571,-85.2081,6151,America/Chicago
Clinton,IN,39.6608,-87.4045,6152,America/Indiana/Indianapolis
Evansville,WI,42.7781,-89.2967,6152,America/Chicago
Simsbury Center,CT,41.8808,-72.8111,6154,America/New_York
Montgomery,PA,41.1709,-76.8740,6159,America/New_York
Henryetta,OK,35.4421,-95.9848,6162,America/Chicago
Branford Center,CT,41.2779,-72.8148,6163,America/New_York
Rib Mountain,WI,44.9196,-89.6763,6163,America/Chicago
Eagar,AZ,34.1058,-109.2956,6164,America/Phoenix
Clyde,OH,41.3046,-82.9782,6166,America/New_York
East Farmingdale,NY,40.7336,-73.4169,6168,America/New_York
Pontotoc,MS,34.2532,-89.0091,6169,America/Chicago
Huntingburg,IN,38.3010,-86.9622,6170,America/Indiana/Vincennes
University at Buffalo,NY,43.0025,-78.7887,6174,America/New_York
High Springs,FL,29.8080,-82.5949,6178,America/New_York
Eastman,GA,32.1973,-83.1714,6180,America/New_York
Leonardtown,MD,38.3039,-76.6396,6182,America/New_York
Sheridan,CO,39.6466,-105.0181,6183,America/Denver
Satsuma,AL,30.8577,-88.0632,6190,America/Chicago
Union Gap,WA,46.5566,-120.4977,6200,America/Los_Angeles
Everman,TX,32.6296,-97.2827,6201,America/Chicago
Kennett Square,PA,39.8438,-75.7113,6202,America/New_York
Avra Valley,AZ,32.4195,-111.3393,6203,America/Phoenix
Twin Lakes,WI,42.5192,-88.2489,6204,America/Chicago
Corry,PA,41.9259,-79.6358,6208,America/New_York
Grayson Valley,AL,33.6469,-86.6414,6209,America/Chicago
Blakely,PA,41.4859,-75.6012,6210,America/New_York
Pea Ridge,AR,36.4490,-94.1211,6211,America/Chicago
Chelan,WA,47.8414,-120.0263,6212,America/Los_Angeles
Wailea,HI,20.6873,-156.4291,6218,Pacific/Honolulu
Fruit Heights,UT,41.0277,-111.9081,6221,America/Denver
Addis,LA,30.3652,-91.2659,6221,America/Chicago
Edinboro,PA,41.8762,-80.1246,6222,America/New_York
Kenedy,TX,28.8176,-97.8518,6223,America/Chicago
Pimmit Hills,VA,38.9105,-77.1991,6223,America/New_York
Glenwood,IA,41.0446,-95.7408,6226,America/Chicago
Newberry,FL,29.6385,-82.6057,6231,America/New_York
Saranap,CA,37.8878,-122.0760,6231,America/Los_Angeles
South Gate Ridge,FL,27.2856,-82.4970,6232,America/New_York
Champion Heights,OH,41.3031,-80.8514,6233,America/New_York
East Foothills,CA,37.3827,-121.8138,6233,America/Los_Angeles
Buena Vista,MI,43.4196,-83.8992,6234,America/Detroit
Solvay,NY,43.0573,-76.2126,6234,America/New_York
Orange Beach,AL,30.2941,-87.5851,6235,America/Chicago
Boothwyn,PA,39.8357,-75.4453,6236,America/New_York
Boonville,IN,38.0469,-87.2846,6238,America/Chicago
Sylvester,GA,31.5300,-83.8338,6240,America/New_York
New Whiteland,IN,39.5617,-86.0996,6241,America/Indiana/Indianapolis
Cameron Park,TX,25.9705,-97.4775,6241,America/Chicago
South Run,VA,38.7467,-77.2754,6243,America/New_York
Pecan Plantation,TX,32.3628,-97.6554,6243,America/Chicago
Camp Swift,TX,30.1885,-97.2933,6244,America/Chicago
Walker,LA,30.4850,-90.8656,6248,America/Chicago
St. James,NC,33.9467,-78.1132,6248,America/New_York
Ocean City,FL,30.4398,-86.6071,6249,America/Chicago
Salton City,CA,33.2994,-115.9609,6250,America/Los_Angeles
Blue Bell,PA,40.1474,-75.2687,6250,America/New_York
Corcoran,MN,45.1089,-93.5837,6250,America/Chicago
Hampshire,IL,42.1124,-88.5122,6251,America/Chicago
Enola,PA,40.2908,-76.9348,6251,America/New_York
Powell,WY,44.7958,-108.7681,6253,America/Denver
Snyderville,UT,40.7042,-111.5438,6255,America/Denver
Morris Plains,NJ,40.8357,-74.4786,6255,America/New_York
Lake Alfred,FL,28.1041,-81.7264,6257,America/New_York
East Glenville,NY,42.8614,-73.9206,6259,America/New_York
Fairwood,MD,38.9565,-76.7780,6261,America/New_York
Richmond,MI,42.8094,-82.7518,6262,America/Detroit
Huntington Woods,MI,42.4816,-83.1685,6265,America/Detroit
Pigeon Forge,TN,35.7977,-83.5623,6266,America/New_York
Howland Center,OH,41.2483,-80.7444,6269,America/New_York
St. Robert,MO,37.8244,-92.1532,6275,America/Chicago
New Castle,CO,39.5776,-107.5267,6275,America/Denver
California,PA,40.0692,-79.9152,6276,America/New_York
